member,material,burst_kHz,level,capture_index,selected
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_47.csv,argon_only,10,90,47,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_48.csv,argon_only,10,90,48,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_49.csv,argon_only,10,90,49,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_50.csv,argon_only,10,90,50,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_51.csv,argon_only,10,90,51,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_52.csv,argon_only,10,90,52,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_53.csv,argon_only,10,90,53,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_54.csv,argon_only,10,90,54,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_55.csv,argon_only,10,90,55,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_56.csv,argon_only,10,90,56,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_57.csv,argon_only,10,90,57,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_58.csv,argon_only,10,90,58,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_59.csv,argon_only,10,90,59,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_60.csv,argon_only,10,90,60,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_61.csv,argon_only,10,90,61,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_62.csv,argon_only,10,90,62,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_63.csv,argon_only,10,90,63,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/90% breakdown/0_9breakdown-0011/0_9breakdown-0011_64.csv,argon_only,10,90,64,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_01.csv,argon_only,10,100,1,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_02.csv,argon_only,10,100,2,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_03.csv,argon_only,10,100,3,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_04.csv,argon_only,10,100,4,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_05.csv,argon_only,10,100,5,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_06.csv,argon_only,10,100,6,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_07.csv,argon_only,10,100,7,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_08.csv,argon_only,10,100,8,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_09.csv,argon_only,10,100,9,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_10.csv,argon_only,10,100,10,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_11.csv,argon_only,10,100,11,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_12.csv,argon_only,10,100,12,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_13.csv,argon_only,10,100,13,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_14.csv,argon_only,10,100,14,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_15.csv,argon_only,10,100,15,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_16.csv,argon_only,10,100,16,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_17.csv,argon_only,10,100,17,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_18.csv,argon_only,10,100,18,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_19.csv,argon_only,10,100,19,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_20.csv,argon_only,10,100,20,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_21.csv,argon_only,10,100,21,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_22.csv,argon_only,10,100,22,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_23.csv,argon_only,10,100,23,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_24.csv,argon_only,10,100,24,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_25.csv,argon_only,10,100,25,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_26.csv,argon_only,10,100,26,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_27.csv,argon_only,10,100,27,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_28.csv,argon_only,10,100,28,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_29.csv,argon_only,10,100,29,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_30.csv,argon_only,10,100,30,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_31.csv,argon_only,10,100,31,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_32.csv,argon_only,10,100,32,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_33.csv,argon_only,10,100,33,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_34.csv,argon_only,10,100,34,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_35.csv,argon_only,10,100,35,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_36.csv,argon_only,10,100,36,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_37.csv,argon_only,10,100,37,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_38.csv,argon_only,10,100,38,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_39.csv,argon_only,10,100,39,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_40.csv,argon_only,10,100,40,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_41.csv,argon_only,10,100,41,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_42.csv,argon_only,10,100,42,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_43.csv,argon_only,10,100,43,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_44.csv,argon_only,10,100,44,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_45.csv,argon_only,10,100,45,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_46.csv,argon_only,10,100,46,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_47.csv,argon_only,10,100,47,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_48.csv,argon_only,10,100,48,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_49.csv,argon_only,10,100,49,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_50.csv,argon_only,10,100,50,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_51.csv,argon_only,10,100,51,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_52.csv,argon_only,10,100,52,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_53.csv,argon_only,10,100,53,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_54.csv,argon_only,10,100,54,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_55.csv,argon_only,10,100,55,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_56.csv,argon_only,10,100,56,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_57.csv,argon_only,10,100,57,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_58.csv,argon_only,10,100,58,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_59.csv,argon_only,10,100,59,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_60.csv,argon_only,10,100,60,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_61.csv,argon_only,10,100,61,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_62.csv,argon_only,10,100,62,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_63.csv,argon_only,10,100,63,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/breakdown/breakdown-0007/breakdown-0007_64.csv,argon_only,10,100,64,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_01.csv,argon_only,10,105,1,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_02.csv,argon_only,10,105,2,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_03.csv,argon_only,10,105,3,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_04.csv,argon_only,10,105,4,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_05.csv,argon_only,10,105,5,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_06.csv,argon_only,10,105,6,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_07.csv,argon_only,10,105,7,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_08.csv,argon_only,10,105,8,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_09.csv,argon_only,10,105,9,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_10.csv,argon_only,10,105,10,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_11.csv,argon_only,10,105,11,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_12.csv,argon_only,10,105,12,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_13.csv,argon_only,10,105,13,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_14.csv,argon_only,10,105,14,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_15.csv,argon_only,10,105,15,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_16.csv,argon_only,10,105,16,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_17.csv,argon_only,10,105,17,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_18.csv,argon_only,10,105,18,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_19.csv,argon_only,10,105,19,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_20.csv,argon_only,10,105,20,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_21.csv,argon_only,10,105,21,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_22.csv,argon_only,10,105,22,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_23.csv,argon_only,10,105,23,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_24.csv,argon_only,10,105,24,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_25.csv,argon_only,10,105,25,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_26.csv,argon_only,10,105,26,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_27.csv,argon_only,10,105,27,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_28.csv,argon_only,10,105,28,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_29.csv,argon_only,10,105,29,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_30.csv,argon_only,10,105,30,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_31.csv,argon_only,10,105,31,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_32.csv,argon_only,10,105,32,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_33.csv,argon_only,10,105,33,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_34.csv,argon_only,10,105,34,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_35.csv,argon_only,10,105,35,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_36.csv,argon_only,10,105,36,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_37.csv,argon_only,10,105,37,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_38.csv,argon_only,10,105,38,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_39.csv,argon_only,10,105,39,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_40.csv,argon_only,10,105,40,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_41.csv,argon_only,10,105,41,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_42.csv,argon_only,10,105,42,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_43.csv,argon_only,10,105,43,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_44.csv,argon_only,10,105,44,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_45.csv,argon_only,10,105,45,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_46.csv,argon_only,10,105,46,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_47.csv,argon_only,10,105,47,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_48.csv,argon_only,10,105,48,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_49.csv,argon_only,10,105,49,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_50.csv,argon_only,10,105,50,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_51.csv,argon_only,10,105,51,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_52.csv,argon_only,10,105,52,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_53.csv,argon_only,10,105,53,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_54.csv,argon_only,10,105,54,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_55.csv,argon_only,10,105,55,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_56.csv,argon_only,10,105,56,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_57.csv,argon_only,10,105,57,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_58.csv,argon_only,10,105,58,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_59.csv,argon_only,10,105,59,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_60.csv,argon_only,10,105,60,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_61.csv,argon_only,10,105,61,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_62.csv,argon_only,10,105,62,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_63.csv,argon_only,10,105,63,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/105% breakdown/105breakdown-0012/105breakdown-0012_64.csv,argon_only,10,105,64,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_01.csv,argon_only,10,115,1,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_02.csv,argon_only,10,115,2,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_03.csv,argon_only,10,115,3,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_04.csv,argon_only,10,115,4,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_05.csv,argon_only,10,115,5,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_06.csv,argon_only,10,115,6,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_07.csv,argon_only,10,115,7,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_08.csv,argon_only,10,115,8,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_09.csv,argon_only,10,115,9,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_10.csv,argon_only,10,115,10,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_11.csv,argon_only,10,115,11,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_12.csv,argon_only,10,115,12,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_13.csv,argon_only,10,115,13,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_14.csv,argon_only,10,115,14,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_15.csv,argon_only,10,115,15,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_16.csv,argon_only,10,115,16,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_17.csv,argon_only,10,115,17,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_18.csv,argon_only,10,115,18,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_19.csv,argon_only,10,115,19,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_20.csv,argon_only,10,115,20,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_21.csv,argon_only,10,115,21,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_22.csv,argon_only,10,115,22,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_23.csv,argon_only,10,115,23,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_24.csv,argon_only,10,115,24,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_25.csv,argon_only,10,115,25,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_26.csv,argon_only,10,115,26,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_27.csv,argon_only,10,115,27,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_28.csv,argon_only,10,115,28,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_29.csv,argon_only,10,115,29,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_30.csv,argon_only,10,115,30,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_31.csv,argon_only,10,115,31,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_32.csv,argon_only,10,115,32,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_33.csv,argon_only,10,115,33,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_34.csv,argon_only,10,115,34,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_35.csv,argon_only,10,115,35,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_36.csv,argon_only,10,115,36,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_37.csv,argon_only,10,115,37,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_38.csv,argon_only,10,115,38,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_39.csv,argon_only,10,115,39,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_40.csv,argon_only,10,115,40,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_41.csv,argon_only,10,115,41,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_42.csv,argon_only,10,115,42,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_43.csv,argon_only,10,115,43,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_44.csv,argon_only,10,115,44,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_45.csv,argon_only,10,115,45,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_46.csv,argon_only,10,115,46,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_47.csv,argon_only,10,115,47,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_48.csv,argon_only,10,115,48,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_49.csv,argon_only,10,115,49,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_50.csv,argon_only,10,115,50,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_51.csv,argon_only,10,115,51,True
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_52.csv,argon_only,10,115,52,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_53.csv,argon_only,10,115,53,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_54.csv,argon_only,10,115,54,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_55.csv,argon_only,10,115,55,False
Lissajouswaveformsdifferentmediums/argon/10 kHz/115% breakdown/115breakdown-0013/115breakdown-0013_56.csv,argon_only,10,115,56,True
