condition,material,burst_kHz,member,capture_index,carrier_Hz,detected_burst_Hz,burst_detection_method,burst_frequency_relative_error,voltage_pp_kV,locked_charge_sign,file_sign_vote,sign_vote_disagrees,charge_lsb_nC,complex_fit_residual_rms_nC,complex_fit_signal_codes,raw_qv_energy_per_burst_uJ,burst_energy_median_uJ,apparent_lissajous_power_mW,detected_activity_on_fraction,duty_on_fraction,duty_envelope_contrast,source_voltage_clipped,current_clipped,monitor_voltage_clipped,negative_peak_envelope_halfcycle_median_nC,negative_peak_envelope_halfcycle_p95_nC,negative_all_halfcycle_p95_nC,negative_record_total_nC,negative_record_average_equivalent_flow_per_s,negative_peak_halfcycle_average_equivalent_flow_p95_per_s,negative_resolved_halfcycles,negative_total_halfcycles,negative_resolved_halfcycle_fraction,negative_peak_charge_resolution_threshold_nC,negative_peak_rate_resolution_threshold_per_s,positive_peak_envelope_halfcycle_median_nC,positive_peak_envelope_halfcycle_p95_nC,positive_all_halfcycle_p95_nC,positive_record_total_nC,positive_record_average_equivalent_flow_per_s,positive_peak_halfcycle_average_equivalent_flow_p95_per_s,positive_resolved_halfcycles,positive_total_halfcycles,positive_resolved_halfcycle_fraction,positive_peak_charge_resolution_threshold_nC,positive_peak_rate_resolution_threshold_per_s,transport_imbalance_nC
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_51.csv,51,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.79269171,-1,-1,False,7.9047679999999945,17.407696006319256,26.339161918513526,7507.070416582252,7507.070416582252,30026.3599793184,0.4165626467141495,0.4165626467141495,0.7844186721006767,False,False,False,-82.51603710159733,-62.40154023559137,-6.301357584455562,-36889.91261650412,-2.3024118487413524e+16,-9.320734876540667e+16,0.0,1209.0,0.0,7.874016,1.1715708313761048e+16,9.295460565970288,18.841797028843047,-6.400245280937286,-36973.943429836814,-2.307656467840558e+16,2.7811601143086136e+16,22.0,1248.0,0.017628205128205128,7.874016,1.1953075673968774e+16,-84.03081333269074
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_52.csv,52,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.79269171,-1,-1,False,7.9047679999999945,18.227215466949577,26.957790816942513,7675.5793643959505,7675.5793643959505,30700.35263504386,0.419059525715432,0.419059525715432,0.7819042698868994,False,False,False,-96.96675375091107,-76.4758124311704,-6.223272601847431,-39190.31717714303,-2.445987106627544e+16,-1.1281204278887691e+17,0.0,1209.0,0.0,7.874016,1.1736385168006744e+16,6.238271341094986,28.33557542104367,-5.930488322749706,-39277.46323810836,-2.4514261578235596e+16,4.159943735066665e+16,18.0,1248.0,0.014423076923076924,7.874016,1.1970520392085828e+16,-87.14606096532953
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_53.csv,53,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.95434828463568,26.886086729639075,7588.928750905087,7588.928750905087,30353.772362217547,0.41656260670006273,0.41656260670006273,0.7828862593179862,False,False,False,-98.29164481578925,-81.6487067767508,-6.830827733493059,-38727.704595211166,-2.4171140458239184e+16,-1.2115917752205984e+17,0.0,1209.0,0.0,7.874016,1.1694621833050924e+16,2.835457661768217,23.502375457948983,-6.321158289069152,-38831.25439553955,-2.4235769043752348e+16,3.548336765535796e+16,11.0,1248.0,0.008814102564102564,7.874016,1.1978866011068376e+16,-103.54980032838648
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_54.csv,54,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.72548319824033,26.621409155041576,7428.0128076064775,7428.0128076064775,29710.149780867712,0.409488132581722,0.409488132581722,0.7844519727464724,False,False,False,-92.01774909377426,-72.28023118362925,-5.980859539465082,-37358.41079865597,-2.3316522477879364e+16,-1.0676808903433565e+17,1.0,1209.0,0.0008271298593879239,7.874016,1.1701774824726258e+16,5.762301401308477,23.793534891435513,-6.233678511272678,-37610.72631838018,-2.3474000281709788e+16,3.553773773276319e+16,17.0,1248.0,0.013621794871794872,7.874016,1.20557628039027e+16,-252.31551972420857
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_55.csv,55,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.523785074367495,26.267620974476255,7292.003490473554,7292.003490473554,29166.147328492458,0.41240114169792425,0.41240114169792425,0.7829236790590657,False,False,False,-84.90739170797491,-67.73507156562732,-6.773771116562878,-36520.271515576096,-2.279341421348208e+16,-1.0016961754458946e+17,0.0,1209.0,0.0,7.874016,1.1730164634944226e+16,6.5766376215902085,20.631114347212705,-6.203867903053314,-36622.46910017368,-2.285719883995608e+16,2.9863921382123228e+16,17.0,1248.0,0.013621794871794872,7.874016,1.1929605401855862e+16,-102.19758459758305
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_56.csv,56,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.639025736857057,26.60543637590313,7401.696070600197,7401.696070600197,29604.889569496016,0.41281728819813707,0.41281728819813707,0.7838872911041871,False,False,False,-96.83824931445017,-73.8174666480239,-6.51985992448818,-37635.098616047195,-2.348921177529963e+16,-1.0908717016718918e+17,0.0,1209.0,0.0,7.874016,1.1686285956010236e+16,4.477017862387925,23.63448283074146,-5.897571219934163,-37730.847570987986,-2.3548971615517216e+16,3.5673459278376524e+16,16.0,1248.0,0.01282051282051282,7.874016,1.212010808977754e+16,-95.74895494079101
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_57.csv,57,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.62623625707039,26.274471835603496,7415.445264897401,7415.445264897401,29659.882827116395,0.416978793214364,0.416978793214364,0.7834574700967387,False,False,False,-88.61145648821085,-61.90881717250089,-6.48773314919476,-36959.38060014926,-2.3067475572672972e+16,-9.134933736621851e+16,0.0,1209.0,0.0,7.874016,1.171124120898343e+16,5.262810414904337,23.304378386137135,-5.85618146511709,-37068.31587454761,-2.3135465396646812e+16,3.5151105831598896e+16,16.0,1248.0,0.01282051282051282,7.874016,1.1960134699146522e+16,-108.93527439834725
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_58.csv,58,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.99575236951287,26.62576847500236,7510.333204289581,7510.333204289581,30039.41029492753,0.41115274221136816,0.41115274221136816,0.7829654185265496,False,False,False,-90.624623203076,-71.46694778084567,-6.170272798495727,-37888.97769492892,-2.3647665444041404e+16,-1.0570581662888962e+17,0.0,1209.0,0.0,7.874016,1.1692544044652596e+16,10.927670877300457,23.071129463493854,-6.105337269917127,-38136.861224628425,-2.380237710785614e+16,3.299705278456148e+16,22.0,1248.0,0.017628205128205128,7.874016,1.1957781549934566e+16,-247.8835296995021
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_59.csv,59,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.8770222632768,26.556330582648275,7596.417327884195,7596.417327884195,30383.72475318098,0.4178110629190322,0.4178110629190322,0.7825354411630857,False,False,False,-96.84945923767825,-75.29928421685895,-6.023852150188829,-38011.549018351856,-2.3724165941697396e+16,-1.115473940594741e+17,1.0,1209.0,0.0008271298593879239,7.874016,1.168854999234708e+16,5.800557142847879,26.24073297689283,-5.623064749735835,-38096.65982032282,-2.3777286186505504e+16,3.74473119427169e+16,16.0,1248.0,0.01282051282051282,7.874016,1.2117445947815896e+16,-85.11080197096453
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_60.csv,60,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.79269171,-1,-1,False,7.9047679999999945,17.572477188903804,26.52171818114308,7572.069837441605,7572.069837441605,30286.3410239692,0.4132334512335103,0.4132334512335103,0.7849120642135026,False,False,False,-91.8793963549671,-75.96130286092578,-6.404360528997099,-37629.895572374604,-2.348596439720855e+16,-1.1284572242702624e+17,0.0,1209.0,0.0,7.874016,1.1698426877141104e+16,4.054545432640538,23.10022743230228,-5.91134559908088,-37726.4424889457,-2.354622226959323e+16,3.2745637769550652e+16,15.0,1247.0,0.012028869286287089,7.874016,1.1846887589136206e+16,-96.54691657109652
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_61.csv,61,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.56038930140976,26.357256016530222,7540.1780978287825,7540.1780978287825,30158.782229280652,0.4140657442672438,0.4140657442672438,0.78472268897267,False,False,False,-91.34216362778432,-70.79652546116714,-6.7758458501674035,-37263.80431177913,-2.3257475686791116e+16,-1.0385017655074734e+17,0.0,1209.0,0.0,7.874016,1.1727699230708594e+16,4.301517911957987,18.680949026492087,-6.317903140768442,-37367.91913242674,-2.332245691870149e+16,2.7026144089166776e+16,14.0,1248.0,0.011217948717948718,7.874016,1.1787579629997308e+16,-104.1148206476064
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_62.csv,62,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.63521147,-1,-1,False,7.9047679999999945,17.311125802023465,26.291530263618903,7502.103210485454,7502.103210485454,30006.492426454573,0.41614650021394095,0.41614650021394095,0.7850371797967803,False,False,False,-88.05079621593654,-68.73174694462307,-6.061500758558598,-36735.17350879258,-2.292754109544124e+16,-1.0216838583726706e+17,0.0,1209.0,0.0,7.874016,1.1727270886491342e+16,5.233586736028215,25.528331364782474,-5.859534073243032,-36897.930039001745,-2.3029122405082504e+16,3.675172425226308e+16,18.0,1248.0,0.014423076923076924,7.874016,1.1881367538155896e+16,-162.75653020916798
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_63.csv,63,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.79269171,-1,-1,False,7.9047679999999945,16.925096748556246,25.926543776969474,7356.115722000304,7356.115722000304,29422.579842918774,0.41656262336843713,0.41656262336843713,0.7852158921503144,False,False,False,-82.26687220150427,-66.55290671255358,-5.733036749009346,-35678.36440258725,-2.2267954331634076e+16,-9.834711764645014e+16,0.0,1209.0,0.0,7.874016,1.1725063533748004e+16,7.276612785795535,25.592324708201264,-5.733149425355811,-35773.82325855143,-2.2327533112241132e+16,3.754868933720968e+16,17.0,1248.0,0.013621794871794872,7.874016,1.190185466378812e+16,-95.45885596417793
argon_only_4kHz,argon_only,4,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure4kHz-0004/Lissajousfigure4kHz-0004_64.csv,64,127994.47063898804,3999.7440163866904,voltage activity-envelope rising edges,6.399590332739535e-05,9.79269171,-1,-1,False,7.9047679999999945,17.221824384440552,26.039534232732617,7430.521973813975,7430.521973813975,29720.185803392265,0.4203079652160724,0.4203079652160724,0.7824344949674624,False,False,False,-84.78925368179148,-64.47126581943354,-6.086958135997629,-35955.68297758686,-2.244103730409672e+16,-9.469779988202088e+16,0.0,1209.0,0.0,7.874016,1.170962978353287e+16,9.137014095046979,28.797967386254026,-5.584783795723219,-36101.844072636995,-2.2532260896997804e+16,4.174495221573262e+16,22.0,1248.0,0.017628205128205128,7.874016,1.175803173491909e+16,-146.16109505013446
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_01.csv,1,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.18647649634072,33.2649799764266,7060.993201703429,7060.993201703429,70649.49573471173,0.43750004382012236,0.43750004382012236,0.6640333542635685,False,False,False,-108.49570897005552,-95.7033988671551,-12.599633010008654,-74528.50484715389,-4.65155107340359e+16,-1.4496044135443587e+17,0.0,1234.0,0.0,7.874016,1.2120253273466136e+16,-28.183833328271405,-16.95067531348439,-25.628828356905103,-74892.69537710298,-4.6742813140542296e+16,-3.755794308769396e+16,0.0,1239.0,0.0,7.874016,1.7990860446798244e+16,-364.19052994909
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_02.csv,2,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,9.95140266,-1,-1,False,7.9047679999999945,22.60246733162277,32.72266052784258,6767.8146786710995,6767.8146786710995,67716.0677847337,0.4406249439728499,0.4406249439728499,0.6596381924738359,False,False,False,-108.19930649700298,-92.31168398327706,-14.104115792198993,-72848.66756041415,-4.546707309929433e+16,-1.3776246745035478e+17,0.0,1240.0,0.0,7.874016,1.1988822354573814e+16,-27.90100792176264,-16.206134939871475,-24.43307684663106,-72762.85303500276,-4.541351363924483e+16,-3.668822240536683e+16,0.0,1229.0,0.0,7.874016,1.799094475710536e+16,85.81452541139151
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_03.csv,3,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.109498020000002,-1,-1,False,7.9047679999999945,22.39652047370394,33.14148639005551,7041.019779762833,7041.019779762833,70449.64960147097,0.4427082775148509,0.4427082775148509,0.6572602064538581,False,False,False,-111.46130023852069,-98.89055766533491,-12.519773701362588,-74583.61349885432,-4.654990572270456e+16,-1.4962283375520682e+17,0.0,1230.0,0.0,7.874016,1.206546074636782e+16,-29.368091954112657,-20.74430485656675,-26.004689573543477,-75078.97487458427,-4.685907585079513e+16,-4.60455549710953e+16,0.0,1239.0,0.0,7.874016,1.8032580141713492e+16,-495.3613757299463
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_04.csv,4,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.34664501672373,33.74076018666493,7092.814614131576,7092.814614131576,70967.88815875095,0.43958327720185114,0.43958327720185114,0.6719642453557015,False,False,False,-113.46015722222828,-99.06872785570327,-12.155677509416954,-76482.18233496124,-4.7734860382084264e+16,-1.507480913348551e+17,0.0,1240.0,0.0,7.874016,1.2145885862656634e+16,-31.332840910836765,-17.084418906401822,-25.74263131651846,-76406.52297207528,-4.7687639068391336e+16,-3.811264011390643e+16,0.0,1232.0,0.0,7.874016,1.7919583146923036e+16,75.65936288595549
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_05.csv,5,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.84971118298711,33.78690094088096,7490.122678576719,7490.122678576719,74943.19497502323,0.44479166666666636,0.44479166666666636,0.6560804478750151,False,False,False,-118.02457235480136,-106.97136057414316,-13.148212083586102,-78420.6614565693,-4.894472426669844e+16,-1.6036324422358448e+17,0.0,1230.0,0.0,7.874016,1.2127908794188492e+16,-34.27149236175735,-24.362924098980955,-27.075937659929515,-78908.7016341121,-4.924932501192592e+16,-5.428833418620465e+16,0.0,1238.0,0.0,7.874016,1.7947169350554266e+16,-488.0401775428036
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_06.csv,6,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.50725242276218,34.2330486803249,7531.253743541489,7531.253743541489,75354.73608769439,0.44374999999999437,0.44374999999999437,0.6768673394155003,False,False,False,-120.30561595568102,-109.09493357878853,-12.337251351828339,-79840.88539003352,-4.983112929732763e+16,-1.663700651271664e+17,0.0,1234.0,0.0,7.874016,1.2166944118094668e+16,-34.661020516730474,-22.430494412902497,-27.929722085935854,-80339.47058411827,-5.014231150868212e+16,-5.030337512607899e+16,0.0,1240.0,0.0,7.874016,1.7881768193468098e+16,-498.5851940847497
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_07.csv,7,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,23.078556031203725,34.023857220553296,7457.347010250642,7457.347010250642,74615.25464517743,0.4411458553998906,0.4411458553998906,0.6610267081608144,False,False,False,-121.30532153104832,-107.3076121455523,-13.345766813709243,-80629.20961023407,-5.0323146463133416e+16,-1.6179995237048976e+17,0.0,1248.0,0.0,7.874016,1.2093142105069288e+16,-35.42698427050758,-25.581813539794123,-27.072115919962133,-80779.557474453,-5.041698314624222e+16,-5.694853678124924e+16,0.0,1249.0,0.0,7.874016,1.7918697381349756e+16,-150.34786421892932
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_08.csv,8,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,23.163971722190393,33.836117338568535,7380.296596234428,7380.296596234428,73844.3187809306,0.44687500000000185,0.44687500000000185,0.6561933988721231,False,False,False,-117.4516285703584,-106.58106180488097,-13.4649694101692,-79172.37262139595,-4.9413890109057656e+16,-1.6146802750550826e+17,0.0,1237.0,0.0,7.874016,1.2129816162116434e+16,-34.99712112250526,-23.94806255646486,-27.08991556306568,-79337.1887522127,-4.951675687819347e+16,-5.4034939359279176e+16,0.0,1232.0,0.0,7.874016,1.7951273726115026e+16,-164.81613081676187
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_09.csv,9,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.88719895348529,33.92619073510826,7318.661951873732,7318.661951873732,73227.62698992009,0.4416666666666769,0.4416666666666769,0.6642584189664303,False,False,False,-118.54399313321909,-106.55884224649797,-13.189405417521632,-78775.88686474715,-4.9166431267543096e+16,-1.6118993838293907e+17,0.0,1237.0,0.0,7.874016,1.2117867009844234e+16,-35.27726692282535,-26.200715145582755,-27.352128860306063,-78976.2889994316,-4.929150834598652e+16,-5.876576260901809e+16,0.0,1235.0,0.0,7.874016,1.7916557750777636e+16,-200.4021346844529
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_10.csv,10,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.29304812376162,33.61524464322121,7470.737617427707,7470.737617427707,74749.23574636487,0.445833277827849,0.445833277827849,0.6717748783274872,False,False,False,-108.88419540062927,-98.84188367776025,-12.747712755779206,-77941.31356862774,-4.864554864426229e+16,-1.515610221392438e+17,0.0,1234.0,0.0,7.874016,1.2173562936353004e+16,-31.388571497061648,-20.063728332879506,-26.864404614907055,-78250.8167275805,-4.8838718996223736e+16,-4.473868990108335e+16,0.0,1239.0,0.0,7.874016,1.7904541578545894e+16,-309.50315895276435
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_11.csv,11,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,22.5111295079234,33.59006473865075,7342.890364880757,7342.890364880757,73470.04687512628,0.44166661074385055,0.44166661074385055,0.6581962728823569,False,False,False,-111.78196481621399,-101.20330689474808,-13.441492114249,-77718.60408263869,-4.850654886817203e+16,-1.5110546070624883e+17,0.0,1239.0,0.0,7.874016,1.2186630120143234e+16,-33.663392019693035,-22.699806038185145,-27.404471832897027,-77704.1178290202,-4.849750755589737e+16,-5.0850827657086424e+16,0.0,1231.0,0.0,7.874016,1.7922932052466164e+16,14.486253618495539
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_12.csv,12,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,21.458934584481256,33.08628603739832,7194.50789111519,7194.50789111519,71985.39073002797,0.4479166666666634,0.4479166666666634,0.6731282691345636,False,False,False,-103.0205521687667,-91.83476153952215,-11.27394374884639,-73739.65677578958,-4.602316661675725e+16,-1.4010060614720574e+17,0.0,1236.0,0.0,7.874016,1.2123718716098762e+16,-27.511767494659566,-19.92989345026925,-24.77067849550063,-73975.82267469291,-4.617056495015976e+16,-4.466652362947821e+16,0.0,1234.0,0.0,7.874016,1.792041783942228e+16,-236.16589890333125
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_13.csv,13,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,21.113771345041958,32.95223369674285,6971.181799420361,6971.181799420361,69750.87848622106,0.4406249999999987,0.4406249999999987,0.6770690595299415,False,False,False,-96.38943603200525,-82.6845915486151,-10.710184803698985,-71029.65538819683,-4.433177217791341e+16,-1.261254042918715e+17,0.0,1235.0,0.0,7.874016,1.2262742731460642e+16,-25.140567165238593,-12.212526184895127,-23.219418622206824,-71235.35555664012,-4.446015592065506e+16,-2.7425042857160304e+16,0.0,1236.0,0.0,7.874016,1.7936325715419036e+16,-205.70016844329075
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_14.csv,14,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,20.84284256696291,32.07675795109506,6915.027674829421,6915.027674829421,69189.02260101541,0.452083333333334,0.452083333333334,0.657622456876457,False,False,False,-92.35011881432158,-79.8278186315729,-9.756256047869135,-68211.0164927064,-4.257257376024163e+16,-1.2134537969229728e+17,0.0,1232.0,0.0,7.874016,1.2151630928416446e+16,-24.341011147443794,-12.882220686655792,-23.580389898365,-68718.28222167073,-4.288917375790749e+16,-2.9295601754486804e+16,0.0,1240.0,0.0,7.874016,1.7898974394019904e+16,-507.2657289643248
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_15.csv,15,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,17.151199067675666,30.181074652222602,5847.760822049141,5847.760822049141,58510.37403000288,0.43958337736211284,0.43958337736211284,0.6695525896622311,False,False,False,-62.645054021612,-40.98485207179663,-0.9511307564847585,-46198.03714958747,-2.8833602623991044e+16,-6.260148288558025e+16,21.0,1223.0,0.017170891251022075,7.874016,1.2172884283774706e+16,-1.1670988254971348,17.11703849452227,-4.070387176366785,-46891.85984750789,-2.9266638510311624e+16,3.839479040461416e+16,18.0,1247.0,0.014434643143544507,7.874016,1.7882762877135866e+16,-693.8226979204192
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_16.csv,16,129994.38424272223,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,10.26697826,-1,-1,False,7.9047679999999945,18.059427230969465,31.12676743406718,6217.6262665156755,6217.6262665156755,62146.43237767359,0.43912595444709007,0.43912595444709007,0.6650243896179682,False,False,False,-74.36050482524874,-58.843624536988116,-2.1807190312492417,-54470.35003200185,-3.3996605148547176e+16,-9.057075542665218e+16,6.0,1229.0,0.004882017900732303,7.874016,1.2151466466023036e+16,-8.60702187991275,6.330820510931649,-10.722344675865928,-55024.913455031114,-3.4342725078224076e+16,1.4141750451219284e+16,1.0,1244.0,0.0008038585209003215,7.874016,1.7856885450939126e+16,-554.5634230292635
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_17.csv,17,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,18.3557642303565,31.446814339212573,6469.029474492105,6469.029474492105,64726.541608282154,0.44166661074385166,0.44166661074385166,0.6646565090351128,False,False,False,-75.83138663899268,-63.70501575464756,-3.3274016601524194,-57350.466280843,-3.5794173455639784e+16,-9.752180322904325e+16,5.0,1225.0,0.004081632653061225,7.874016,1.2145457985865838e+16,-13.188600429084872,0.938328209529548,-14.277948818797501,-58155.846053335365,-3.629683551130794e+16,2111290941606245.0,0.0,1246.0,0.0,7.874016,1.7858934254771862e+16,-805.3797724923643
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_18.csv,18,129994.38424272223,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,10.26697826,-1,-1,False,7.9047679999999945,18.83836580319261,31.863171280921307,6485.253786367859,6485.253786367859,64888.87563409431,0.43958327720184676,0.43958327720184676,0.6778747684611067,False,False,False,-82.51336090599679,-64.70765898066603,-4.310876348023697,-60963.32958267123,-3.804907152506232e+16,-9.842911254487986e+16,4.0,1246.0,0.0032102728731942215,7.874016,1.2179208626530774e+16,-13.52670699879728,-0.6583065913801214,-15.778721976075282,-60713.48784066825,-3.78931376812829e+16,-1478190132714066.5,0.0,1224.0,0.0,7.874016,1.7821216381371584e+16,249.84174200298003
