condition,material,burst_kHz,member,capture_index,burst_index,target_charge_polarity,pin_voltage_polarity,amplitude_kV,duration_s,midpoint_s,nominal_directed_terminal_charge_nC,passive_background_nC,terminal_excess_nC,model_factor,model_dependent_charge_nC,halfcycle_average_equivalent_flow_per_s,above_passive_resolution_threshold,background_model,evidence_tier,factor_source
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,89,negative,-1,5.028092105,4.002630782484751e-06,0.004475711909807164,-232.79103985477747,-44.34657488223132,-188.44446497254614,1.0,-188.44446497254614,-2.938511948953491e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,90,negative,-1,5.107037346666666,4.006820889513457e-06,0.004525714311566436,-227.9346212783513,-44.68082947352218,-183.25379180482912,1.0,-183.25379180482912,-2.8545828127048426e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,91,negative,-1,5.2651330666666665,4.0284685588389685e-06,0.004575714458735001,-243.31105837700554,-45.42575023195942,-197.8853081450461,1.0,-197.8853081450461,-3.06593666662682e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,92,negative,-1,5.107140026666666,3.989868715852975e-06,0.004625707610755085,-258.29661110436086,-45.06174983956379,-213.23486126479708,1.0,-213.23486126479708,-3.335717078327688e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,93,negative,-1,5.15983864,3.99669595583553e-06,0.0046757003577074345,-225.5070512775932,-45.50053806253136,-180.00651321506183,1.0,-180.00651321506183,-2.8111027161158512e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,94,negative,-1,5.159735959999998,4.0038789981310455e-06,0.004725681734517966,-229.05003507157338,-44.75243186296049,-184.29760320861288,1.0,-184.29760320861288,-2.8729518633426938e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,95,negative,-1,5.080688119999999,4.00015649974772e-06,0.004775677868886434,-236.64347060597146,-44.96122772473443,-191.68224288123702,1.0,-191.68224288123702,-2.990849129107039e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,96,negative,-1,5.107140026666666,3.972157054576465e-06,0.004825667648820206,-231.25828777069077,-44.90017578497248,-186.3581119857183,1.0,-186.3581119857183,-2.928272550850229e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,97,negative,-1,5.186187866666666,3.990905029577045e-06,0.004875649727335734,-224.0927474505953,-44.21482131112238,-179.87792613947295,1.0,-179.87792613947295,-2.813170696807305e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,98,negative,-1,5.2124346516666655,4.003879034681669e-06,0.004925673714519043,-229.030402328853,-45.65313348166547,-183.37726884718754,1.0,-183.37726884718754,-2.8586050618548477e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,99,negative,-1,5.133489253333332,4.011881958572092e-06,0.004975661241535734,-232.09607359828792,-45.02626320489782,-187.0698103933901,1.0,-187.0698103933901,-2.910349634373514e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,100,negative,-1,5.080688119999999,4.008942890150295e-06,0.005025660698406735,-221.64579142590796,-45.936823440915596,-175.70896798499237,1.0,-175.70896798499237,-2.7356067377187075e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,101,negative,-1,5.107140104999998,3.979337329332311e-06,0.005075640991711455,-226.95680518202718,-44.9390061350794,-182.01779904694777,1.0,-182.01779904694777,-2.854911887189819e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,102,negative,-1,5.028092026666666,3.984403137050063e-06,0.005125629951949209,-220.64031538186143,-43.97662038936232,-176.6636949924991,1.0,-176.6636949924991,-2.7674108705772688e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,103,negative,-1,5.133489331666666,3.996022425540625e-06,0.00517562220564778,-230.89255090136058,-44.63701880302849,-186.25553209833208,1.0,-186.25553209833208,-2.909181856262931e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,104,negative,-1,5.107139906666665,4.016943034184511e-06,0.005225616216834455,-219.16619167655233,-44.63542014538128,-174.53077153117104,1.0,-174.53077153117104,-2.7118517365422154e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,105,negative,-1,5.186187866666666,3.984403137050063e-06,0.0052755979519492095,-221.118361,-44.00976660701697,-177.10859439298304,1.0,-177.10859439298304,-2.7743801544319104e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,106,negative,-1,5.080790799999999,3.961764692151856e-06,0.005325619304020545,-252.70447446646895,-44.512523513628224,-208.19195095284073,1.0,-208.19195095284073,-3.279932181928885e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,107,negative,-1,5.186085346666667,3.982955555831974e-06,0.005375607684739575,-238.1459674477092,-44.473327451640785,-193.67263999606843,1.0,-193.67263999606843,-3.034956135124971e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,108,negative,-1,5.15983864,3.990905039510072e-06,0.005425608206834404,-229.023135,-44.84750812120271,-184.1756268787973,1.0,-184.1756268787973,-2.8803838604980467e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,109,negative,-1,5.028092186666666,3.965071901070906e-06,0.005475600518187714,-250.44180315777353,-44.19737050355731,-206.2444326542162,1.0,-206.2444326542162,-3.246540113486034e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,110,negative,-1,5.107140026666666,3.996695955834663e-06,0.005525588307707434,-217.2063438620124,-45.54022053948845,-171.66612332252396,1.0,-171.66612332252396,-2.6808535808956045e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,111,negative,-1,5.159735959999999,3.998102171409203e-06,0.005575589937229947,-231.66147562200143,-45.35079713537319,-186.31067848662823,1.0,-186.31067848662823,-2.9085294486943066e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,112,negative,-1,5.107037506666666,3.966721151426114e-06,0.005625575105585833,-230.14889342400974,-44.7868907920374,-185.36200263197236,1.0,-185.36200263197236,-2.9166119253725037e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,113,negative,-1,5.054441413333333,3.9717415640256465e-06,0.005675566916615771,-231.26876762680035,-44.147686605583026,-187.12108102121732,1.0,-187.12108102121732,-2.9405687817035776e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,114,negative,-1,5.133489331666666,3.996022425539758e-06,0.005725574175647779,-229.1404934690426,-45.527936196547,-183.61255727249562,1.0,-183.61255727249562,-2.8679004278771805e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,115,negative,-1,5.23878384,4.016173787817386e-06,0.005775562036626759,-230.1216771623405,-45.524672690591075,-184.59700447174941,1.0,-184.59700447174941,-2.8688098160086064e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,116,negative,-1,5.107140026666666,3.987558658890417e-06,0.005825556705783567,-225.44563815391024,-45.243267937121885,-180.20237021678835,1.0,-180.20237021678835,-2.8206098647346115e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,117,negative,-1,5.133489253333332,3.98966240979827e-06,0.005875545345636298,-220.95078754317075,-45.21222531860316,-175.7385622245676,1.0,-175.7385622245676,-2.7492898350584698e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,118,negative,-1,5.212434613333333,4.005327451513455e-06,0.005925541959298546,-217.20249595856077,-45.45152397000802,-171.75097198855275,1.0,-171.75097198855275,-2.676398529685626e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,119,negative,-1,5.186085346666666,4.00015649974772e-06,0.005975525808886434,-200.83480192996902,-44.965036250173966,-155.86976567979505,1.0,-155.86976567979505,-2.4320612380687344e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,120,negative,-1,5.15983864,3.960631513736171e-06,0.006025521351590627,-233.64247675500138,-45.42170023566526,-188.2207765193361,1.0,-188.2207765193361,-2.966147394861494e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,121,negative,-1,5.186187824999999,4.016327713095291e-06,0.006075521212188047,-231.10372370597142,-46.110644808629445,-184.99307889734197,1.0,-184.99307889734197,-2.8748549997189955e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,122,negative,-1,5.238783799999999,3.991584227107728e-06,0.006125521292409725,-228.92565584378576,-45.86103629130115,-183.0646195524846,1.0,-183.0646195524846,-2.8625212926484058e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,123,negative,-1,5.133489413333333,3.975721853146513e-06,0.0061755142426010426,-233.81593776982146,-45.47011488058762,-188.34582288923383,1.0,-188.34582288923383,-2.956852129304658e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,124,negative,-1,5.186085346666667,4.001650609056218e-06,0.0062255113399918025,-227.88604490096398,-45.34124395679163,-182.54480094417235,1.0,-182.54480094417235,-2.8472126702171043e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,125,negative,-1,5.15983864,3.998338772242746e-06,0.00627549987370077,-219.46421393679847,-45.24394249155911,-174.22027144523935,1.0,-174.22027144523935,-2.7196229912517805e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,126,negative,-1,5.186085346666666,3.97994740345721e-06,0.006325495893434579,-209.52581153367646,-45.61441352828266,-163.9113980053938,1.0,-163.9113980053938,-2.570522608337818e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,127,negative,-1,5.133489413333333,3.975721853147381e-06,0.006375506232601042,-243.367586025904,-46.546057213424525,-196.82152881247947,1.0,-196.82152881247947,-3.0899127341109594e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,128,negative,-1,5.054441413333333,3.976648897482775e-06,0.00642547870863815,-216.63555787495682,-45.4484306381026,-171.18712723685422,1.0,-171.18712723685422,-2.6868502491030464e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,129,negative,-1,5.133489293333333,3.979953861890824e-06,0.0064754639091681235,-214.9278714013435,-44.72445782372023,-170.20341357762328,1.0,-170.20341357762328,-2.669192124363564e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,130,negative,-1,5.133489413333333,3.960975209005464e-06,0.006525468580132062,-212.5621599395597,-45.36258350154316,-167.19957643801655,1.0,-167.19957643801655,-2.6346483341053312e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,131,negative,-1,5.186085346666667,3.9728784480526705e-06,0.006575473682289926,-236.927903,-45.606869537752125,-191.32103346224787,1.0,-191.32103346224787,-3.0057097948092077e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,132,negative,-1,5.212434613333333,4.003049960787063e-06,0.006625472351115852,-229.05388499999998,-45.94337611127951,-183.11050888872046,1.0,-183.11050888872046,-2.8550378187969648e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,133,negative,-1,5.23878384,4.027699328574413e-06,0.00667546822385638,-227.39504204372332,-46.66405733384885,-180.73098470987446,1.0,-180.73098470987446,-2.8006908884685133e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,134,negative,-1,5.133489413333333,3.972830621421994e-06,0.006725441670880939,-237.31023269458078,-44.60453505990802,-192.70569763467276,1.0,-192.70569763467276,-3.027499722745777e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,135,negative,-1,5.212434573333333,4.006406360479095e-06,0.006775453544864589,-230.53474218994918,-45.685698121072456,-184.84904406887674,1.0,-184.84904406887674,-2.8797303172794614e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,136,negative,-1,5.133489413333333,3.95354635958009e-06,0.00682542221095846,-237.191553828216,-44.301314282625206,-192.8902395455908,1.0,-192.8902395455908,-3.045180379841519e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,137,negative,-1,5.133489413333333,3.960033839063397e-06,0.00687542808944709,-213.20333860094607,-44.75607616554345,-168.44726243540262,1.0,-168.44726243540262,-2.6549397297758992e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,138,negative,-1,5.15973612,3.9890077017188524e-06,0.0069254301946115706,-233.536832167588,-45.15077654140237,-188.38605562618562,1.0,-188.38605562618562,-2.947633505911891e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,139,negative,-1,5.212434651666666,4.0179319399065785e-06,0.006975439772096996,-242.57480270998627,-45.895734811802726,-196.67906789818355,1.0,-196.67906789818355,-3.055238877619066e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,140,negative,-1,5.107242546666666,3.9779873524745796e-06,0.007025420613668993,-227.06711807409036,-44.985083735549125,-182.08203433854123,1.0,-182.08203433854123,-2.8568885944630307e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,141,negative,-1,5.00164028,3.974935358556572e-06,0.0070754200365858895,-225.51708079179272,-45.052803467947804,-180.46427732384493,1.0,-180.46427732384493,-2.83367985370661e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,142,negative,-1,5.133489253333332,3.993231569324358e-06,0.00712541271023687,-226.96501622422574,-45.784424388487665,-181.18059183573808,1.0,-181.18059183573808,-2.831892637396597e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,143,negative,-1,5.054441413333333,3.97933729278082e-06,0.007175400871710379,-227.93675093030333,-44.9891320935568,-182.94761883674653,1.0,-182.94761883674653,-2.8694959464534035e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,144,negative,-1,5.107140026666666,3.987558658890417e-06,0.007225396625783567,-215.03539885677475,-45.41565085060546,-169.6197480061693,1.0,-169.6197480061693,-2.6549658248359018e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,145,negative,-1,5.133489331666666,3.990955727812585e-06,0.007275384628996642,-228.0393644490272,-44.73052257522015,-183.30884187380707,1.0,-183.30884187380707,-2.8667915106423546e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,146,negative,-1,5.186085346666667,3.989823688637512e-06,0.00732539149326587,-233.4852522508786,-45.871444448947614,-187.613807801931,1.0,-187.613807801931,-2.934949950858038e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,147,negative,-1,5.133489253333332,3.997407279888142e-06,0.00737539683846089,-236.93449658753661,-45.05761404499198,-191.87688254254465,1.0,-191.87688254254465,-2.9959451707458906e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,148,negative,-1,5.133489413333333,3.975721853146513e-06,0.007425386172601043,-235.1248659866811,-46.07636071606968,-189.04850527061143,1.0,-189.04850527061143,-2.9678835812568634e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,149,negative,-1,5.1861879449999995,3.996022425540625e-06,0.007475374085647779,-246.92527448257962,-44.20226471513736,-202.72300976744225,1.0,-202.72300976744225,-3.1663924030514054e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,150,negative,-1,5.23878384,4.013048977193588e-06,0.007525350530693288,-221.2336117024354,-44.282780987666456,-176.95083071476895,1.0,-176.95083071476895,-2.752122443349694e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,151,negative,-1,5.15983864,3.987558658890417e-06,0.007575356605783567,-215.71243325725874,-45.141123714863205,-170.57130954239554,1.0,-170.57130954239554,-2.6698601009364483e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,152,negative,-1,5.054441413333333,4.003862554681145e-06,0.0076253575719231826,-225.0745974608901,-45.722938818168956,-179.35165864272113,1.0,-179.35165864272113,-2.7958627191868742e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,153,negative,-1,5.028092105,4.0060995315973486e-06,0.00767534801809803,-221.7868144102583,-44.79362799862439,-176.99318641163393,1.0,-176.99318641163393,-2.757556497018587e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,154,negative,-1,5.186085226666666,4.028620100769015e-06,0.007725360722467672,-225.77488643053775,-45.50862903123939,-180.26625739929835,1.0,-180.26625739929835,-2.792850785712026e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
pure_water_20kHz,pure_water,20,Lissajouswaveformsdifferentmediums/pure water/Lissajousfigure20kHz/Lissajousfigure20kHz_01.csv,1,155,negative,-1,5.133489413333333,3.9749116106917864e-06,0.007775347478332904,-226.06783002279627,-45.48592987345925,-180.58190014933703,1.0,-180.58190014933703,-2.835543727396986e+17,False,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
